datetime,source,target,value
2017-08-06 12:07:25.876977,fragrant-recipe,wispy-fire,2.53368337203
2017-08-06 12:07:25.924865,blue-rice,restless-paper,0.802540755938
2017-08-06 12:07:25.939900,cold-cloud,shrill-forest,2.52779833384
2017-08-06 12:07:25.941745,purple-pine,shrill-firefly,0.183581393996
2017-08-06 12:07:25.952448,wandering-bush,fragrant-recipe,1.73131561988
2017-08-06 12:07:25.954624,blue-rice,wispy-unit,1.70409963489
2017-08-06 12:07:25.984605,round-cloud,bitter-cherry,1.58908072888
2017-08-06 12:07:25.991234,spring-tooth,lingering-smoke,0.554041450112
2017-08-06 12:07:25.994030,flat-mouse,bitter-cherry,1.45774767161
2017-08-06 12:07:26.008066,cold-cloud,floral-bush,0.782071772482
2017-08-06 12:07:26.023821,winter-field,cold-cloud,0.382394666949
2017-08-06 12:07:26.024340,super-frog,shrill-firefly,0.824643003331
2017-08-06 12:07:26.025970,soft-silence,fragrant-recipe,0.896409973435
2017-08-06 12:07:26.032919,ancient-glade,black-grass,0.806276088348
2017-08-06 12:07:26.036711,ancient-glade,wispy-unit,0.663187317945
2017-08-06 12:07:26.039069,rough-dew,lively-river,1.35219743867
2017-08-06 12:07:26.058983,flat-mouse,rough-base,0.296489184943
2017-08-06 12:07:26.061466,restless-paper,blue-block,1.15113091115
2017-08-06 12:07:26.065349,broad-band,super-frog,0.441343299687
2017-08-06 12:07:26.078725,shrill-forest,gentle-cloud,2.68167203557
2017-08-06 12:07:26.087421,purple-pine,broad-band,2.51026812088
2017-08-06 12:07:26.113748,lively-river,blue-block,8.58606973408
2017-08-06 12:07:26.115663,shrill-firefly,wispy-fire,0.221197116113
2017-08-06 12:07:26.122934,floral-bush,shrill-forest,1.83898399935
2017-08-06 12:07:26.128889,black-moon,billowing-silence,0.963467509696
2017-08-06 12:07:26.135148,floral-bush,black-grass,0.216792574286
2017-08-06 12:07:26.143366,billowing-silence,soft-feather,4.10666960322
2017-08-06 12:07:26.160521,tiny-dawn,long-limit,1.35372280455
2017-08-06 12:07:26.188768,still-hat,floral-night,2.16397770545
2017-08-06 12:07:26.197110,fragrant-recipe,lively-fire,0.24637856027
2017-08-06 12:07:26.203694,black-moon,long-rain,3.18931062433
2017-08-06 12:07:26.216604,lively-fire,rough-base,0.247523868512
2017-08-06 12:07:26.225448,ancient-glade,wispy-unit,1.07990865899
2017-08-06 12:07:26.250738,lively-river,wandering-bush,3.37602156654
2017-08-06 12:07:26.254124,wandering-bush,lingering-smoke,1.75503691715
2017-08-06 12:07:26.258043,spring-tooth,still-hat,1.00738105882
2017-08-06 12:07:26.273907,long-limit,soft-feather,1.6273163326
2017-08-06 12:07:26.278438,wandering-bush,floral-night,0.115927057824
2017-08-06 12:07:26.298119,purple-pine,long-limit,3.2571981702
2017-08-06 12:07:26.310036,super-frog,fragrant-recipe,0.397393760077
2017-08-06 12:07:26.318511,broad-band,floral-bush,0.28344024783
2017-08-06 12:07:26.328231,spring-tooth,restless-paper,0.61143561373
2017-08-06 12:07:26.345608,blue-rice,crimson-waterfall,5.60816558535
2017-08-06 12:07:26.363735,round-cloud,ancient-glade,3.88315105917
2017-08-06 12:07:26.382438,rough-base,long-rain,0.470127032447
2017-08-06 12:07:26.387768,black-moon,fragrant-recipe,3.17635414334
2017-08-06 12:07:26.391127,wispy-unit,blue-rice,0.699200583129
2017-08-06 12:07:26.407841,wandering-bush,bitter-cherry,3.11154763425
2017-08-06 12:07:26.412019,tiny-dawn,lively-fire,0.167203081667
2017-08-06 12:07:26.412544,tiny-dawn,gentle-cloud,0.278067539625
2017-08-06 12:07:26.432502,rough-base,small-sunset,2.29840032997
2017-08-06 12:07:26.437959,long-rain,spring-tooth,0.903154196889
2017-08-06 12:07:26.438819,young-rain,rough-base,3.07082752507
2017-08-06 12:07:26.445878,lively-frog,shrill-forest,1.4816289827
2017-08-06 12:07:26.479318,ancient-grass,small-sunset,1.75321956451
2017-08-06 12:07:26.489645,rough-dew,soft-feather,0.711572187367
2017-08-06 12:07:26.508199,soft-feather,round-cloud,2.47729316654
2017-08-06 12:07:26.515785,bitter-art,blue-block,1.27013541936
2017-08-06 12:07:26.530930,crimson-waterfall,lively-river,0.328069511699
2017-08-06 12:07:26.532764,gentle-cloud,floral-meadow,0.486839379291
2017-08-06 12:07:26.554610,cold-cloud,shrill-forest,0.473071494558
2017-08-06 12:07:26.573096,ancient-glade,blue-block,1.40865717716
2017-08-06 12:07:26.583089,floral-bush,super-frog,1.39586485372
2017-08-06 12:07:26.585386,long-limit,long-rain,2.01054678701
2017-08-06 12:07:26.589235,ancient-glade,still-hat,0.883665400809
2017-08-06 12:07:26.590116,broad-band,purple-pine,1.03299122308
2017-08-06 12:07:26.595943,rough-dew,young-rain,0.466769685202
2017-08-06 12:07:26.618404,still-hat,round-cloud,0.609242362628
2017-08-06 12:07:26.645076,tiny-dawn,soft-feather,1.17980956668
2017-08-06 12:07:26.651967,soft-silence,small-sunset,1.55358573027
2017-08-06 12:07:26.659296,blue-rice,fragrant-recipe,1.57122873998
2017-08-06 12:07:26.666462,round-cloud,ancient-grass,2.10226073574
2017-08-06 12:07:26.667958,bitter-cherry,super-frog,2.05350759155
2017-08-06 12:07:26.682313,young-rain,soft-feather,0.842533990823
2017-08-06 12:07:26.692160,small-sunset,round-cloud,0.458015226659
2017-08-06 12:07:26.703252,broad-band,lively-river,2.61390394451
2017-08-06 12:07:26.711427,wandering-bush,purple-pine,1.93751485217
2017-08-06 12:07:26.715007,young-rain,billowing-silence,0.504956942427
2017-08-06 12:07:26.719168,floral-meadow,fragrant-recipe,0.356009044317
2017-08-06 12:07:26.723054,blue-rice,lingering-smoke,4.37863325793
2017-08-06 12:07:26.753959,shrill-unit,billowing-silence,0.618721360643
2017-08-06 12:07:26.756156,fragrant-recipe,jolly-union,0.992345617965
2017-08-06 12:07:26.762864,flat-mouse,rough-dew,1.3911212699
2017-08-06 12:07:26.766780,fragrant-poetry,spring-tooth,1.38552209601
2017-08-06 12:07:26.782074,ancient-grass,broad-band,0.969201456873
2017-08-06 12:07:26.789771,billowing-silence,throbbing-river,0.613135100453
2017-08-06 12:07:26.805336,soft-feather,throbbing-river,1.3855035488
2017-08-06 12:07:26.816245,rough-base,blue-rice,3.64438572744
2017-08-06 12:07:26.818387,floral-night,fragrant-poetry,1.68414513982
2017-08-06 12:07:26.821958,black-moon,shrill-unit,1.90435445858
2017-08-06 12:07:26.858181,blue-rice,cold-cloud,1.8562928406
2017-08-06 12:07:26.874380,black-grass,spring-tooth,2.82610068895
2017-08-06 12:07:26.874857,broad-band,bitter-cherry,2.2847727413
2017-08-06 12:07:26.883280,floral-bush,fragrant-recipe,1.04583504253
2017-08-06 12:07:26.887778,winter-field,fragrant-recipe,2.80531070335
2017-08-06 12:07:26.895105,tiny-dawn,small-sunset,0.209461608828
2017-08-06 12:07:26.910029,lively-fire,tiny-dawn,0.655765637185
2017-08-06 12:07:26.920679,white-breeze,soft-feather,0.66064468244
2017-08-06 12:07:26.926149,rapid-tree,floral-night,0.146755875463
2017-08-06 12:07:26.927155,crimson-waterfall,shrill-unit,2.57888215978
2017-08-06 12:07:26.927198,restless-paper,tiny-dawn,0.687091047907
2017-08-06 12:07:26.935394,shrill-firefly,young-rain,0.305381054283
2017-08-06 12:07:26.935665,ancient-glade,crimson-waterfall,0.417456034288
2017-08-06 12:07:26.942547,tiny-dawn,lingering-smoke,1.65473139624
2017-08-06 12:07:26.948596,long-limit,tiny-dawn,0.77625168204
2017-08-06 12:07:26.960072,ancient-glade,rough-dew,0.985938955835
2017-08-06 12:07:26.976048,lively-fire,spring-tooth,10.3831195741
2017-08-06 12:07:26.977770,fragrant-poetry,rapid-tree,4.33398225701
2017-08-06 12:07:27.007102,purple-pine,shrill-forest,0.176096577035
2017-08-06 12:07:27.018478,shrill-forest,long-rain,1.47410650495
2017-08-06 12:07:27.039368,black-grass,blue-block,1.0080651527
2017-08-06 12:07:27.050638,crimson-waterfall,soft-feather,0.35001774877
2017-08-06 12:07:27.057851,throbbing-river,floral-night,0.640349544584
2017-08-06 12:07:27.072434,ancient-glade,ancient-grass,0.0851192161088
2017-08-06 12:07:27.105261,long-limit,wandering-bush,0.712408423578
2017-08-06 12:07:27.113863,billowing-silence,still-hat,3.15163283698
2017-08-06 12:07:27.126425,gentle-cloud,shrill-forest,1.4608220259
2017-08-06 12:07:27.136956,shrill-firefly,crimson-waterfall,0.351926304536
2017-08-06 12:07:27.144436,winter-field,spring-tooth,0.134422262332
2017-08-06 12:07:27.149086,lively-frog,young-rain,3.94830451988
2017-08-06 12:07:27.149516,soft-feather,ancient-glade,1.22403752359
2017-08-06 12:07:27.174226,blue-rice,rough-base,0.21694161428
2017-08-06 12:07:27.193352,floral-meadow,rough-dew,3.33368741212
2017-08-06 12:07:27.199097,gentle-cloud,soft-silence,1.27771912094
2017-08-06 12:07:27.203258,soft-feather,wispy-unit,0.422016425873
2017-08-06 12:07:27.226386,lively-fire,wispy-fire,0.246923253065
2017-08-06 12:07:27.240963,shrill-unit,floral-meadow,9.25160302713
2017-08-06 12:07:27.289226,long-rain,fragrant-recipe,3.94328511518
2017-08-06 12:07:27.300401,purple-pine,bitter-art,1.28650609621
2017-08-06 12:07:27.313024,soft-silence,rapid-tree,1.71972142164
2017-08-06 12:07:27.319172,broad-band,purple-pine,0.226973454295
2017-08-06 12:07:27.320196,white-breeze,small-sunset,0.50690833636
2017-08-06 12:07:27.348689,purple-pine,bitter-cherry,1.00343496282
2017-08-06 12:07:27.353489,fragrant-poetry,small-sunset,0.771726381884
2017-08-06 12:07:27.362724,shrill-unit,billowing-silence,0.678951905526
2017-08-06 12:07:27.363073,ancient-glade,jolly-union,0.230929806746
2017-08-06 12:07:27.370209,wild-cherry,shrill-firefly,0.866240834515
2017-08-06 12:07:27.409407,soft-feather,rough-base,4.73836667147
2017-08-06 12:07:27.409752,young-rain,bitter-cherry,0.855986106469
2017-08-06 12:07:27.433694,fragrant-recipe,rapid-tree,2.21408805655
2017-08-06 12:07:27.441481,young-rain,wispy-fire,2.31864158949
2017-08-06 12:07:27.443198,lingering-smoke,floral-meadow,0.869355604954
2017-08-06 12:07:27.451306,broad-band,winter-field,3.27852613871
2017-08-06 12:07:27.463839,lively-frog,wispy-unit,0.434044961635
2017-08-06 12:07:27.490761,spring-tooth,shrill-firefly,0.73809230872
2017-08-06 12:07:27.525804,fragrant-poetry,crimson-waterfall,0.780773087929
2017-08-06 12:07:27.535591,shrill-forest,gentle-cloud,0.550587728994
2017-08-06 12:07:27.546224,long-rain,crimson-waterfall,0.0833752093847
2017-08-06 12:07:27.553803,purple-pine,crimson-waterfall,10.5740013514
2017-08-06 12:07:27.560555,gentle-cloud,lively-frog,0.281592506585
2017-08-06 12:07:27.562003,long-limit,white-breeze,0.984574083033
2017-08-06 12:07:27.592769,floral-night,bitter-art,0.589344659506
2017-08-06 12:07:27.606169,small-sunset,round-cloud,6.51983933473
2017-08-06 12:07:27.620157,still-hat,black-moon,3.21235155712
2017-08-06 12:07:27.626134,young-rain,black-moon,0.163157233031
2017-08-06 12:07:27.628139,lingering-smoke,crimson-waterfall,0.860620673578
2017-08-06 12:07:27.630028,still-hat,soft-silence,1.43188926737
2017-08-06 12:07:27.639838,young-rain,white-breeze,1.79821170424
2017-08-06 12:07:27.651637,young-rain,bitter-art,0.820892202515
2017-08-06 12:07:27.653523,fragrant-recipe,super-frog,1.11640027416
2017-08-06 12:07:27.661615,rough-dew,lively-river,2.68737517008
2017-08-06 12:07:27.664905,blue-block,lively-frog,4.31569172251
2017-08-06 12:07:27.667990,round-cloud,ancient-glade,0.0953899041846
2017-08-06 12:07:27.678046,small-sunset,purple-pine,0.622333539461
2017-08-06 12:07:27.685934,fragrant-poetry,lively-river,0.433419504799
2017-08-06 12:07:27.698362,wandering-bush,broad-band,0.156024547099
2017-08-06 12:07:27.703085,winter-field,lively-river,3.94340634144
2017-08-06 12:07:27.710503,billowing-silence,floral-meadow,0.383202299986
2017-08-06 12:07:27.711708,fragrant-recipe,still-hat,0.476311778084
2017-08-06 12:07:27.711836,winter-field,wild-cherry,0.919086217859
2017-08-06 12:07:27.725982,lively-fire,tiny-dawn,1.82126099295
2017-08-06 12:07:27.728684,soft-silence,rough-dew,0.268221884568
2017-08-06 12:07:27.729638,bitter-cherry,tiny-dawn,5.49019001668
2017-08-06 12:07:27.746235,young-rain,blue-block,2.34487443144
2017-08-06 12:07:27.751934,still-hat,long-limit,2.61994978688
2017-08-06 12:07:27.758092,rough-dew,restless-paper,0.880609992424
2017-08-06 12:07:27.793385,broad-band,ancient-glade,1.38214729003
2017-08-06 12:07:27.803653,ancient-glade,super-frog,2.1833202982
2017-08-06 12:07:27.829987,lingering-smoke,shrill-forest,0.856680282222
2017-08-06 12:07:27.833988,lively-fire,floral-bush,0.522511634037
2017-08-06 12:07:27.844322,wild-cherry,ancient-grass,0.301436223581
2017-08-06 12:07:27.848470,winter-field,billowing-silence,0.703058814846
2017-08-06 12:07:27.852161,lively-frog,white-breeze,4.48936096734
2017-08-06 12:07:27.878425,white-breeze,lively-fire,1.09465966972
2017-08-06 12:07:27.896912,lively-river,lingering-smoke,0.640720520009
2017-08-06 12:07:27.913475,lively-frog,purple-pine,8.8410106829
2017-08-06 12:07:27.916175,bitter-art,floral-bush,1.27245913395
2017-08-06 12:07:27.934875,soft-feather,bitter-art,0.210680299801
2017-08-06 12:07:27.938183,lingering-smoke,purple-pine,0.882903169756
2017-08-06 12:07:27.955409,tiny-dawn,floral-meadow,2.98691124425
2017-08-06 12:07:27.964042,winter-field,black-moon,0.983950677502
2017-08-06 12:07:27.971135,shrill-forest,soft-feather,3.22867729194
2017-08-06 12:07:27.978810,shrill-unit,winter-field,2.14194918005
2017-08-06 12:07:27.983859,fragrant-recipe,floral-meadow,4.7799681183
2017-08-06 12:07:27.984980,fragrant-recipe,spring-tooth,0.475168809798
2017-08-06 12:07:27.994390,spring-tooth,white-breeze,1.38319616429
2017-08-06 12:07:28.005492,jolly-union,long-rain,3.61198749239
2017-08-06 12:07:28.009258,bitter-art,ancient-glade,2.27918804458
2017-08-06 12:07:28.039210,wispy-unit,shrill-unit,0.452222491613
2017-08-06 12:07:28.044820,spring-tooth,long-limit,0.617269904618
2017-08-06 12:07:28.055498,floral-meadow,fragrant-recipe,11.8772774562
2017-08-06 12:07:28.066377,spring-tooth,gentle-cloud,0.363486251037
2017-08-06 12:07:28.071170,long-limit,wandering-bush,0.574287934522
2017-08-06 12:07:28.079686,fragrant-poetry,fragrant-recipe,1.1559652317
2017-08-06 12:07:28.104431,black-moon,lively-frog,2.12255634547
2017-08-06 12:07:28.104908,restless-paper,round-cloud,0.452310001341
2017-08-06 12:07:28.105161,ancient-glade,shrill-firefly,1.85818231042
2017-08-06 12:07:28.107323,lingering-smoke,restless-paper,0.825553100136
2017-08-06 12:07:28.119726,long-rain,fragrant-poetry,2.37776169306
2017-08-06 12:07:28.126752,spring-tooth,fragrant-poetry,2.19921170015
2017-08-06 12:07:28.140494,floral-meadow,wild-cherry,0.765518366589
2017-08-06 12:07:28.151002,still-hat,wispy-unit,2.63303646482
2017-08-06 12:07:28.155419,soft-feather,blue-block,1.00188063749
2017-08-06 12:07:28.175182,round-cloud,crimson-waterfall,1.47053613016
2017-08-06 12:07:28.180338,black-grass,super-frog,0.808403494065
2017-08-06 12:07:28.185307,shrill-forest,flat-mouse,4.11712269256
2017-08-06 12:07:28.200584,floral-bush,soft-silence,1.22550155596
2017-08-06 12:07:28.209160,rapid-tree,black-moon,0.668841495499
2017-08-06 12:07:28.214347,blue-rice,wispy-fire,3.39374068767
2017-08-06 12:07:28.223884,shrill-forest,broad-band,3.32963604648
2017-08-06 12:07:28.224912,young-rain,soft-silence,2.58999580334
2017-08-06 12:07:28.227914,bitter-cherry,wispy-fire,0.530579477504
2017-08-06 12:07:28.229920,blue-block,white-breeze,0.397840508093
2017-08-06 12:07:28.236940,fragrant-recipe,long-rain,1.96066888445
2017-08-06 12:07:28.243832,black-moon,shrill-forest,0.830835343572
2017-08-06 12:07:28.263979,super-frog,crimson-waterfall,0.530408868468
2017-08-06 12:07:28.278702,rapid-tree,throbbing-river,0.720170497345
2017-08-06 12:07:28.286234,white-breeze,lively-fire,0.889980598159
2017-08-06 12:07:28.291210,ancient-glade,black-grass,0.591729136491
2017-08-06 12:07:28.299129,purple-pine,restless-paper,0.995831414209
2017-08-06 12:07:28.325647,soft-feather,tiny-dawn,0.621811210991
2017-08-06 12:07:28.326213,ancient-glade,fragrant-poetry,0.860748060146
2017-08-06 12:07:28.328550,fragrant-poetry,cold-cloud,8.16904657953
2017-08-06 12:07:28.339144,tiny-dawn,young-rain,2.34577199977
2017-08-06 12:07:28.362424,gentle-cloud,lingering-smoke,0.735228364555
2017-08-06 12:07:28.376894,wandering-bush,ancient-grass,1.34807977597
2017-08-06 12:07:28.391043,purple-pine,wispy-unit,0.997873062259
2017-08-06 12:07:28.440763,crimson-waterfall,bitter-art,0.126748503451
2017-08-06 12:07:28.441859,blue-rice,shrill-forest,4.96664648712
2017-08-06 12:07:28.442221,round-cloud,blue-block,1.43316280931
2017-08-06 12:07:28.446611,broad-band,still-hat,3.59959816866
2017-08-06 12:07:28.459136,lingering-smoke,winter-field,0.383951675297
2017-08-06 12:07:28.482711,lively-fire,black-moon,0.514839775854
2017-08-06 12:07:28.488227,spring-tooth,purple-pine,1.51091248063
2017-08-06 12:07:28.492451,gentle-cloud,rough-base,7.15635710542
2017-08-06 12:07:28.520389,small-sunset,ancient-glade,0.669561081705
2017-08-06 12:07:28.556175,wild-cherry,wispy-unit,0.498884385387
2017-08-06 12:07:28.557394,shrill-unit,purple-pine,0.754630181233
2017-08-06 12:07:28.573649,throbbing-river,bitter-art,6.62193219876
2017-08-06 12:07:28.576033,young-rain,jolly-union,1.28713017975
2017-08-06 12:07:28.582800,lively-fire,spring-tooth,0.773637355547
2017-08-06 12:07:28.598658,throbbing-river,billowing-silence,0.674149884903
2017-08-06 12:07:28.601951,crimson-waterfall,wandering-bush,0.177261681506
2017-08-06 12:07:28.619508,white-breeze,small-sunset,2.52510247799
2017-08-06 12:07:28.627576,rough-base,lingering-smoke,2.68591457426
2017-08-06 12:07:28.634515,winter-field,tiny-dawn,0.429839165573
2017-08-06 12:07:28.652978,soft-silence,shrill-forest,0.298522787696
2017-08-06 12:07:28.654229,spring-tooth,floral-bush,0.413028490633
2017-08-06 12:07:28.704667,lingering-smoke,tiny-dawn,0.483171765784
2017-08-06 12:07:28.726183,black-grass,flat-mouse,0.52814542408
2017-08-06 12:07:28.735327,soft-feather,small-sunset,0.224925751844
2017-08-06 12:07:28.746933,small-sunset,restless-paper,0.238190159162
2017-08-06 12:07:28.750614,fragrant-poetry,throbbing-river,3.18075853885
2017-08-06 12:07:28.753802,floral-meadow,fragrant-poetry,2.02244174375
2017-08-06 12:07:28.755118,super-frog,wild-cherry,0.628343214028
2017-08-06 12:07:28.784148,blue-block,floral-night,3.77339326966
2017-08-06 12:07:28.794297,floral-night,gentle-cloud,0.650370889584
2017-08-06 12:07:28.795820,spring-tooth,purple-pine,1.18001691415
2017-08-06 12:07:28.799265,fragrant-recipe,winter-field,0.432013297506
2017-08-06 12:07:28.803861,bitter-art,fragrant-poetry,5.19947394026
2017-08-06 12:07:28.806861,throbbing-river,wandering-bush,0.511959188628
2017-08-06 12:07:28.807670,rough-dew,lively-river,2.12162731155
2017-08-06 12:07:28.809456,long-rain,fragrant-poetry,1.0755000429
2017-08-06 12:07:28.828511,black-moon,bitter-cherry,0.355790967333
2017-08-06 12:07:28.869691,young-rain,crimson-waterfall,0.356206439837
2017-08-06 12:07:28.875306,shrill-firefly,restless-paper,0.18920565601
2017-08-06 12:07:28.885798,floral-night,blue-block,0.988801670987
2017-08-06 12:07:28.897264,young-rain,bitter-cherry,1.07034588657
2017-08-06 12:07:28.900087,flat-mouse,jolly-union,0.785104506561
2017-08-06 12:07:28.908177,tiny-dawn,floral-bush,0.646605653223
2017-08-06 12:07:28.935803,bitter-cherry,crimson-waterfall,7.45179278921
2017-08-06 12:07:28.938680,black-moon,super-frog,0.222039384902
2017-08-06 12:07:28.942849,long-limit,young-rain,0.725996417791
2017-08-06 12:07:28.948046,shrill-unit,shrill-firefly,6.24285812566
2017-08-06 12:07:28.953661,lively-river,super-frog,2.76416711749
2017-08-06 12:07:28.966945,wispy-unit,super-frog,0.123506017195
2017-08-06 12:07:28.972646,ancient-grass,gentle-cloud,0.282716916578
2017-08-06 12:07:28.973403,rapid-tree,shrill-forest,0.812432327621
2017-08-06 12:07:28.986076,small-sunset,flat-mouse,1.31647835366
2017-08-06 12:07:28.986528,lively-river,rapid-tree,1.39246211971
2017-08-06 12:07:28.995797,wandering-bush,ancient-glade,0.0717577459713
2017-08-06 12:07:29.003853,crimson-waterfall,floral-meadow,0.300940408358
2017-08-06 12:07:29.004272,flat-mouse,spring-tooth,0.646865586515
2017-08-06 12:07:29.004519,soft-feather,rough-base,3.10004060255
2017-08-06 12:07:29.020719,broad-band,wispy-fire,1.93362557246
2017-08-06 12:07:29.049130,shrill-unit,lively-fire,1.18268306184
2017-08-06 12:07:29.067830,restless-paper,floral-bush,0.330575944312
2017-08-06 12:07:29.104430,black-moon,shrill-unit,0.493571552035
2017-08-06 12:07:29.106950,winter-field,billowing-silence,0.819567317841
2017-08-06 12:07:29.112748,ancient-glade,wandering-bush,0.289233460272
2017-08-06 12:07:29.125110,rapid-tree,cold-cloud,0.368386333807
2017-08-06 12:07:29.154022,wispy-fire,tiny-dawn,1.99226653658
2017-08-06 12:07:29.160839,wispy-fire,lively-frog,0.206711215595
2017-08-06 12:07:29.163013,bitter-cherry,floral-bush,0.750029535759
2017-08-06 12:07:29.168474,cold-cloud,wandering-bush,2.4116585195
2017-08-06 12:07:29.181175,lively-fire,black-grass,2.70492175859
2017-08-06 12:07:29.195894,bitter-cherry,purple-pine,3.82101220389
2017-08-06 12:07:29.224001,black-moon,ancient-grass,0.919698970578
2017-08-06 12:07:29.224666,long-rain,lively-river,1.86600797219
2017-08-06 12:07:29.225573,still-hat,billowing-silence,2.14382021967
2017-08-06 12:07:29.227227,shrill-unit,wispy-unit,0.275579377104
2017-08-06 12:07:29.244586,soft-feather,restless-paper,1.40567463208
2017-08-06 12:07:29.250624,bitter-cherry,fragrant-recipe,0.586930250009
2017-08-06 12:07:29.260968,still-hat,floral-meadow,0.896542285613
2017-08-06 12:07:29.262786,cold-cloud,lingering-smoke,0.391026262297
2017-08-06 12:07:29.265240,ancient-glade,small-sunset,0.353592910659
2017-08-06 12:07:29.266875,ancient-glade,blue-rice,3.98557323894
2017-08-06 12:07:29.303087,soft-feather,jolly-union,1.29189248679
2017-08-06 12:07:29.318601,floral-night,black-moon,1.5323971493
2017-08-06 12:07:29.324148,blue-rice,lingering-smoke,0.963193010185
2017-08-06 12:07:29.344821,floral-bush,restless-paper,0.800177597841
2017-08-06 12:07:29.366764,shrill-firefly,white-breeze,1.06603221074
2017-08-06 12:07:29.372600,fragrant-poetry,soft-silence,1.12089222401
2017-08-06 12:07:29.373461,young-rain,floral-meadow,1.87718693079
2017-08-06 12:07:29.379421,wispy-unit,flat-mouse,0.831928173018
2017-08-06 12:07:29.388402,shrill-forest,cold-cloud,1.41884824863
2017-08-06 12:07:29.388599,fragrant-recipe,long-limit,1.58355823374
2017-08-06 12:07:29.391802,flat-mouse,blue-block,2.79435818574
2017-08-06 12:07:29.412061,small-sunset,round-cloud,1.32637824763
2017-08-06 12:07:29.427194,bitter-cherry,floral-meadow,0.605177700231
2017-08-06 12:07:29.428910,winter-field,shrill-firefly,1.78483641309
2017-08-06 12:07:29.446327,shrill-forest,lively-river,1.50956609951
2017-08-06 12:07:29.446598,blue-block,black-moon,3.46634396047
2017-08-06 12:07:29.467671,throbbing-river,shrill-firefly,1.45280090664
2017-08-06 12:07:29.469869,gentle-cloud,soft-silence,0.69282935759
2017-08-06 12:07:29.491264,fragrant-poetry,ancient-grass,0.438648100698
2017-08-06 12:07:29.504946,soft-feather,lingering-smoke,1.40519523389
2017-08-06 12:07:29.509268,jolly-union,round-cloud,0.405906976429
2017-08-06 12:07:29.535631,purple-pine,lively-frog,1.99141940604
2017-08-06 12:07:29.538780,young-rain,black-moon,0.558598905166
2017-08-06 12:07:29.544829,lively-fire,shrill-firefly,1.20409989364
2017-08-06 12:07:29.554002,floral-night,billowing-silence,0.699431189464
2017-08-06 12:07:29.560186,tiny-dawn,shrill-forest,6.88166331556
2017-08-06 12:07:29.571190,wandering-bush,shrill-unit,3.15634100397
2017-08-06 12:07:29.577498,shrill-firefly,black-grass,2.41954030022
2017-08-06 12:07:29.582972,still-hat,cold-cloud,1.00129372713
2017-08-06 12:07:29.604156,ancient-grass,black-moon,0.670301049285
2017-08-06 12:07:29.611787,throbbing-river,winter-field,0.17209554011
2017-08-06 12:07:29.613075,throbbing-river,wispy-unit,0.839024541143
2017-08-06 12:07:29.623203,rough-dew,lively-fire,0.839984604037
2017-08-06 12:07:29.625562,broad-band,floral-night,0.929173164393
2017-08-06 12:07:29.634918,wispy-unit,rapid-tree,0.733153032802
2017-08-06 12:07:29.656934,floral-meadow,flat-mouse,1.52855289052
2017-08-06 12:07:29.690369,black-moon,round-cloud,0.424780358883
2017-08-06 12:07:29.692543,purple-pine,crimson-waterfall,0.953532888427
2017-08-06 12:07:29.696259,super-frog,black-grass,1.82895479175
2017-08-06 12:07:29.721201,bitter-cherry,lively-river,1.65431634761
2017-08-06 12:07:29.724127,shrill-firefly,shrill-forest,0.827090605619
2017-08-06 12:07:29.735876,super-frog,lively-river,0.379428672334
2017-08-06 12:07:29.742405,soft-silence,soft-feather,0.336570857663
2017-08-06 12:07:29.748303,super-frog,fragrant-poetry,1.50685845587
2017-08-06 12:07:29.749930,rough-dew,ancient-grass,1.55624959077
2017-08-06 12:07:29.762565,purple-pine,wispy-fire,0.479338949868
2017-08-06 12:07:29.762682,rough-base,still-hat,0.396718597259
2017-08-06 12:07:29.762738,fragrant-recipe,lively-fire,4.13731016626
2017-08-06 12:07:29.772165,floral-night,rough-base,0.659648476155
2017-08-06 12:07:29.781409,winter-field,lingering-smoke,0.226130525344
2017-08-06 12:07:29.794776,still-hat,black-grass,5.57283928571
2017-08-06 12:07:29.796902,rapid-tree,purple-pine,1.11509329194
2017-08-06 12:07:29.801010,super-frog,floral-night,1.44950426978
2017-08-06 12:07:29.817607,ancient-glade,cold-cloud,0.473504057334
2017-08-06 12:07:29.827374,black-grass,long-rain,4.5087903123
2017-08-06 12:07:29.842373,fragrant-recipe,still-hat,2.69740431691
2017-08-06 12:07:29.852456,billowing-silence,lingering-smoke,0.160585994284
2017-08-06 12:07:29.862225,bitter-cherry,super-frog,0.885195814584
2017-08-06 12:07:29.890549,wispy-fire,broad-band,0.763173738894
2017-08-06 12:07:29.904209,rough-dew,rough-base,0.430053815431
2017-08-06 12:07:29.911177,floral-meadow,lively-frog,0.396437591701
2017-08-06 12:07:29.911860,fragrant-recipe,lingering-smoke,0.290133637906
2017-08-06 12:07:29.941921,lively-river,white-breeze,1.02686072885
2017-08-06 12:07:29.946674,tiny-dawn,ancient-glade,0.440958239846
2017-08-06 12:07:29.951488,shrill-forest,throbbing-river,11.5285325558
2017-08-06 12:07:29.960377,throbbing-river,floral-night,1.07736660852
2017-08-06 12:07:29.980132,wispy-fire,ancient-grass,0.905439428901
2017-08-06 12:07:29.982549,restless-paper,young-rain,0.321009133394
2017-08-06 12:07:29.984828,billowing-silence,round-cloud,0.580874733977
2017-08-06 12:07:30.000477,bitter-cherry,fragrant-poetry,3.16171471904
2017-08-06 12:07:30.042426,gentle-cloud,black-moon,3.16905349072
